Date,AAPL,AMZN,TSLA
3/20/13,14.133691,257.279999,7.19
3/21/13,14.154011,253.389999,7.202
3/22/13,14.441015,257.75,7.324
3/25/13,14.493219,256.019989,7.506
3/26/13,14.416939,260.309998,7.572
3/27/13,14.133691,265.299988,7.632
3/28/13,13.839186,266.48999,7.578
4/1/13,13.409314,261.609985,8.786
4/2/13,13.436822,263.320007,8.868
4/3/13,13.505604,259.029999,8.22
4/4/13,13.372108,259.079987,8.402
4/5/13,13.230798,255.479996,8.274
4/8/13,13.324902,258.950012,8.366
4/9/13,13.348971,261.140015,8.1
4/10/13,13.62128,264.769989,8.372
4/11/13,13.578758,269.850006,8.718
4/12/13,13.437137,272.869995,8.75
4/15/13,13.126063,267.720001,8.66
4/16/13,13.325838,272.339996,9.118
4/17/13,12.593017,267.399994,9.09
4/18/13,12.256931,259.420013,9.394
4/19/13,12.209413,260.320007,9.566
4/22/13,12.463898,263.549988,10.038
4/23/13,12.697124,268.899994,10.202
4/24/13,12.676179,268.779999,10.086
4/25/13,12.767469,274.700012,10.4
4/26/13,13.043215,254.809998,10.24
4/29/13,13.447141,249.740005,10.988
4/30/13,13.842937,253.809998,10.798
5/1/13,13.733828,248.229996,10.656
5/2/13,13.9286,252.550003,10.822
5/3/13,14.06804,258.049988,10.91
5/6/13,14.403499,255.720001,11.9
5/7/13,14.339407,257.730011,11.102
5/8/13,14.501352,258.679993,11.158
5/9/13,14.374841,260.160004,13.88
5/10/13,14.255254,263.630005,15.352
5/13/13,14.310958,264.51001,17.559999
5/14/13,13.968556,268.329987,16.648001
5/15/13,13.496181,266.559998,16.968
5/16/13,13.676509,264.119995,18.450001
5/17/13,13.634969,269.899994,18.299999
5/20/13,13.939287,267.630005,17.988001
5/21/13,13.836378,268.859985,17.518
5/22/13,13.889566,262.959991,17.448
5/23/13,13.914427,261.799988,18.546
5/24/13,14.009152,261.73999,19.416
5/28/13,13.892399,267.290009,22.066
5/29/13,14.002858,265.529999,20.926001
5/30/13,14.21151,266.829987,20.99
5/31/13,14.153288,269.200012,19.552
6/3/13,14.184442,266.880005,18.518
6/4/13,14.140069,265.700012,18.968
6/5/13,14.007894,267.170013,19.073999
6/6/13,13.798615,267.829987,19.469999
6/7/13,13.904037,276.869995,20.408001
6/10/13,13.812149,281.070007,20.01
6/11/13,13.771547,274.779999,18.893999
6/12/13,13.601295,271.670013,19.546
6/13/13,13.719938,275.790009,19.636
6/14/13,13.533947,273.98999,20.059999
6/17/13,13.595314,278.059998,20.440001
6/18/13,13.588075,281.76001,20.677999
6/19/13,13.312078,278.160004,20.936001
6/20/13,13.118216,273.440002,20.129999
6/21/13,13.013108,273.359985,19.91
6/24/13,12.668187,270.609985,20.298
6/25/13,12.671021,272.089996,20.48
6/26/13,12.527516,277.570007,21.143999
6/27/13,12.392504,277.549988,21.85
6/28/13,12.479049,277.690002,21.472
7/1/13,12.878412,282.100006,23.436001
7/2/13,13.170145,283.730011,23.563999
7/3/13,13.242842,284.029999,23.048
7/5/13,13.136472,285.880005,24.018
7/8/13,13.061886,290.589996,24.322001
7/9/13,13.291619,291.529999,24.690001
7/10/13,13.24064,292.329987,24.454
7/11/13,13.447086,299.660004,25.122
7/12/13,13.422539,307.549988,25.98
7/15/13,13.451805,306.570007,25.452
7/16/13,13.538665,306.869995,21.809999
7/17/13,13.54213,308.690002,24.049999
7/18/13,13.587761,304.109985,23.806
7/19/13,13.373445,305.230011,23.936001
7/22/13,13.416245,303.480011,24.486
7/23/13,13.185881,301.059998,24.548
7/24/13,13.863131,298.940002,24.34
7/25/13,13.799871,303.399994,24.813999
7/26/13,13.878237,312.01001,25.878
7/29/13,14.092235,306.100006,26.924
7/30/13,14.266271,302.410004,26.348
7/31/13,14.241407,301.220001,26.856001
8/1/13,14.37201,305.570007,27.110001
8/2/13,14.556425,304.209991,27.6
8/5/13,14.773887,300.98999,28.936001
8/6/13,14.641714,300.75,28.43
8/7/13,14.633217,296.910004,26.846001
8/8/13,14.604073,295.73999,30.695999
8/9/13,14.396261,297.26001,30.6
8/12/13,14.805227,296.690002,29.476
8/13/13,15.508808,293.970001,29.086
8/14/13,15.791696,291.339996,27.872
8/15/13,15.773007,286.470001,27.934
8/16/13,15.913021,284.820007,28.4
8/19/13,16.084406,285.570007,28.98
8/20/13,15.873116,287.089996,29.916
8/21/13,15.913973,284.570007,29.572001
8/22/13,15.932986,289.730011,31.42
8/23/13,15.871528,290.01001,32.368
8/26/13,15.933301,286.209991,32.844002
8/27/13,15.477764,280.929993,33.402
8/28/13,15.550943,281.579987,33.290001
8/29/13,15.576286,283.980011,33.212002
8/30/13,15.434368,280.980011,33.799999
9/3/13,15.477446,288.799988,33.787998
9/4/13,15.797715,293.640015,34.124001
9/5/13,15.689374,294.100006,33.986
9/6/13,15.782825,295.859985,33.394001
9/9/13,16.034666,299.709991,32.139999
9/10/13,15.669412,300.359985,33.273998
9/11/13,14.816319,299.640015,32.703999
9/12/13,14.974075,298.859985,32.986
9/13/13,14.727301,297.920013,33.108002
9/16/13,14.259094,296.059998,33.316002
9/17/13,14.423824,304.170013,33.245998
9/18/13,14.720335,312.029999,33.243999
9/19/13,14.961723,312.059998,35.584
9/20/13,14.806816,316.339996,36.678001
9/23/13,15.54271,311.48999,36.222
9/24/13,15.49392,314.130005,36.466
9/25/13,15.254113,312.649994,37.048
9/26/13,15.402684,318.119995,37.728001
9/27/13,15.292762,316.01001,38.18
9/30/13,15.102692,312.640015,38.674
10/1/13,15.457807,320.950012,38.599998
10/2/13,15.50849,320.51001,36.189999
10/3/13,15.31367,314.76001,34.661999
10/4/13,15.301634,319.040009,36.195999
